Site identifier,Site,Longitude,Latitude,Lab sample identifier,Material,AMS date on cereal?,14C age BP,1-sigma uncertainty,Age range (BC/AD),Age range lower (BP),Age range upper (BP),Reference,Crops Present,Wheat,Barley,Foxtail millet,Broomcorn millet,Millet (unidentified),Rice,Rice (wild),Echnicloa,Paspalum,Sorghum,Oat,Rye,Buckwheat,Bracharia,Eleusine coracana,Pennesitum
40,Ban Kho falsei,103.280000,16.170000,,,FALSE,,,900–600 BC,2850,2550,Vincent 2002,Rice,,,,,,TRUE,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,4510,charcoal,FALSE,3043,82,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,4509,charcoal,FALSE,3000,80,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,4508,charcoal,FALSE,3010,60,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,4507,charcoal,FALSE,3080,50,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,4511,charcoal,FALSE,3120,50,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,29142,Shell bead,FALSE,2766,29,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,29140,Shell bead,FALSE,2775,28,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,29139,Shell bead,FALSE,2640,27,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,29174,Shell bead,FALSE,2748,27,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,29141,Pseudodon sp.,FALSE,2753,27,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,29143,Shell bead,FALSE,2608,26,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,29144,Pseudodon sp.,FALSE,2729,26,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,29175,Shell bead,FALSE,2802,26,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40460,Hyriopsis bialatus,FALSE,2564,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40463,Hyriopsis bialatus,FALSE,2624,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40459,Hyriopsis bialatus,FALSE,2720,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40461,Hyriopsis bialatus,FALSE,2762,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40467,Shell bead,FALSE,2783,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40462,Hyriopsis bialatus,FALSE,2824,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40465,falset kfalsewn,FALSE,2896,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40471,Hyriopsis bialatus,FALSE,2918,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40464,Hyriopsis bialatus,FALSE,2925,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40468,Worked shell,FALSE,2932,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40466,Cristaria plicata,FALSE,2950,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40469,Worked shell,FALSE,3014,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
41,Ban Lum Khao,102.326553,15.233905,40470,Pseudodon sp.,FALSE,3115,20,,,,Higham et al. 2015,Rice,,,,,,,,,,,,,,,,
42,Ban Na Di,103.130000,17.260000,28430,Human bone,FALSE,2552,31,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
42,Ban Na Di,103.130000,17.260000,30414,Human bone,FALSE,2559,29,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
42,Ban Na Di,103.130000,17.260000,30416,Human bone,FALSE,2455,27,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
42,Ban Na Di,103.130000,17.260000,28106,Human bone,FALSE,2497,27,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
42,Ban Na Di,103.130000,17.260000,30415,Human bone,FALSE,2515,27,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
42,Ban Na Di,103.130000,17.260000,28125,Human bone,FALSE,2346,26,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
42,Ban Na Di,103.130000,17.260000,28126,Human bone,FALSE,2339,25,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
42,Ban Na Di,103.130000,17.260000,X-2524-27,Human bone,FALSE,2534,25,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
42,Ban Na Di,103.130000,17.260000,30377,Human bone,FALSE,2594,24,,,,Higham et al. 2015,Rice,,,,,,TRUE,,,,,,,,,,
43,Ban Non Wat,102.280000,15.270000,,,FALSE,,,1050 BC–AD 200,3000,1750,Higham 2004; C. Castillo n.d,Rice,,,,,,TRUE,,,,,,,,,,
44,Ban Tha Kae,100.620000,14.840000,,,FALSE,,,2200–1700 BC,4150,3650,Kealhofer 1997; Vincent 2003a,Rice,,,,,,TRUE,,,,,,,,,,
45,Banawali,75.500000,29.520000,Beta-422015,Wheat,TRUE,1860,30,,,,Liu et al. 2016,Wheat,TRUE,,,,,,,,,,,,,,,
45,Banawali,75.500000,29.520000,,,FALSE,,,2300–1900 BC,4250,3850,"Saraswat, Chanchala and Pokharia 2000.","Wheat, barley, rice, sorghum",TRUE,TRUE,,,,TRUE,,,,TRUE,,,,,,
46,Bangga,91.720000,29.130000,Beta-425894,wheat,TRUE,2280,30,,,,Lu 2016,"Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
46,Bangga,91.720000,29.130000,Beta-425895,wheat,TRUE,2450,30,,,,Lu 2016,"Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
46,Bangga,91.720000,29.130000,Beta-425896,wheat,TRUE,2820,30,,,,Lu 2016,"Wheat, barley",TRUE,TRUE,,,,,,,,,,,,,,
47,Banshochi,140.880000,37.080000,,,FALSE,,,500 BC–300 AD,2450,1650,Takahashi 2009,Rice,,,,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110049,Rice,TRUE,4010,50,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110047,Rice,TRUE,3890,35,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110062,Rice,TRUE,4015,35,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110053,Rice,TRUE,2015,30,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110051,Rice,TRUE,3705,30,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110050,Rice,TRUE,3730,30,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110048,Rice,TRUE,3830,30,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110052,Rice,TRUE,3830,30,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110060,Rice,TRUE,3885,30,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110055,Rice,TRUE,3990,30,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110059,Rice,TRUE,4000,30,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110057,Rice,TRUE,4000,30,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110061,Rice,TRUE,4005,30,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110058,Rice,TRUE,4060,30,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110056,Rice,TRUE,2150,25,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA110054,Rice,TRUE,3565,25,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA111216,Rice,TRUE,3795,25,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA111215,Rice,TRUE,3840,25,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA111217,Rice,TRUE,3885,25,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA111220,Rice,TRUE,3795,24,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA111219,Rice,TRUE,3735,20,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
48,Baodun,103.750000,30.440000,BA111218,Wood Charcoal,FALSE,3995,20,,,,d'Alpoim Guedes et al. 2013 a,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
49,Barudih,85.500000,22.500000,,,FALSE,,,2000–1000 BC,3950,2950,Vishnu-Mittre 1989; Kajale 1991,Rice,,,,,,TRUE,,,,,,,,,,
50,Bashidang,111.850000,29.760000,BK96010,Charcoal,FALSE,7245,100,,,,Hunan Sheng 2006,Rice,,,,,,TRUE,,,,,,,,,,
50,Bashidang,111.850000,29.760000,BK94112,Charcoal,FALSE,7320,80,,,,Hunan Sheng 2006,Rice,,,,,,TRUE,,,,,,,,,,
50,Bashidang,111.850000,29.760000,BK94111,Charcoal,FALSE,6785,70,,,,Hunan Sheng 2006,Rice,,,,,,TRUE,,,,,,,,,,
50,Bashidang,111.850000,29.760000,BK94110,Charcoal,FALSE,6975,70,,,,Hunan Sheng 2006,Rice,,,,,,TRUE,,,,,,,,,,
51,Bayan,102.260000,36.010000,BA120192,Barley,TRUE,2860,20,,,,Chen et al. 2015,"Barley, wheat",TRUE,TRUE,,,,,,,,,,,,,,
52,Begash,83.660000,48.180000,Beta-266458,Wheat and millet,TRUE,3840,40,,,,Frachetti et al. 2010,"Wheat, Broomcorn millet",TRUE,,,TRUE,,,,,,,,,,,,
53,Benbakou,101.510000,36.690000,BA110908,Foxtail Millet,TRUE,4135,25,,,,Chen et al. 2015,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
53,Benbakou,101.510000,36.690000,BA110908,Millet,TRUE,4135,25,,,,Dong et al.2014,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
53,Benbakou,101.510000,36.690000,BA110908,Charred millet seeds,TRUE,4135,25,,,,Dong et al.2014,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
53,Benbakou,101.510000,36.690000,BA110909,Foxtail Millet,TRUE,4185,25,,,,Chen et al. 2015,"Foxtail, broomcorn millet",,,TRUE,TRUE,,,,,,,,,,,,
54,Bhagimohari [=Bhagi Mahari],78.850000,21.400000,,,FALSE,,,1000–200 BC,2950,2150,Kajale 1989,"Barley, rice",,TRUE,,,,TRUE,,,,,,,,,,
55,Bhokardan,76.780000,20.270000,,,FALSE,,,400 BC–100 AD,2350,1850,Kajale 1974,Rice,,,,,,TRUE,,,,,,,,,,
56,Bianjiashan,119.990000,30.370000,,,FALSE,,,2500–2000 BC,4450,3950,Fuller 2011,Rice,,,,,,TRUE,,,,,,,,,,
57,Binh Ta,106.710000,10.520000,,,FALSE,,,100–600 AD,1850,1350,Nguyen 1998,Rice,,,,,,TRUE,,,,,,,,,,
58,"Bir-Kot-Ghwandai, Swat",72.200000,34.680000,,,FALSE,,,1700–1400 BC,3650,3350,Costantini 1987,"Rice, wheat, barley, oat",TRUE,TRUE,,,,TRUE,,,,,TRUE,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2364,Wheat straws,TRUE,1250,80,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2355,Wheat straws,TRUE,860,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2369,Wheat straws,TRUE,860,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2373,Wheat straws,TRUE,930,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2367,Wheat straws,TRUE,990,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2365,Wheat straws,TRUE,1080,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2356,Wheat straws and wand,TRUE,1090,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2358,Wheat straws wand,TRUE,1090,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2374,Wheat straws,TRUE,1100,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2368,Wheat straws,TRUE,1130,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2366,Wheat straws wand,TRUE,1280,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2371,Wheat straws,TRUE,1290,70,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2370,Wheat straws,TRUE,1030,60,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2372,Wheat straws,TRUE,990,50,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2354,Wheat straws,TRUE,1240,50,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2360,Wheat straws wand,TRUE,610,45,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
59,Bozikelike Grottoes,89.540000,42.960000,ZK-2362,Wheat straws,TRUE,1200,45,,,,"Institute of Archaeology, Chinese Academy of Social Sciences.1991",Wheat,TRUE,,,,,,,,,,,,,,,
60,Burzahom,73.900000,34.170000,,,FALSE,,,2800–2300 BC,4750,4250,Lone et al. 1993,"Wheat, barley, pea, lentil",TRUE,TRUE,,,,,,,,,,,,,,
61,Burzahom I,73.900000,34.170000,,Charcoal associated wheat,FALSE,4175,115,,,,"Kajale, 1991 and Bandey, 2009; Lone et al. 1993","Wheat, barley, pea, lentil",TRUE,TRUE,,,,,,,,,,,,,,
62,Burzahom IV,73.900000,34.170000,,Rice associated,FALSE,,,600 BC–AD 200,2550,1750,Lone et al. 1993,Rice,,,,,,TRUE,,,,,,,,,,
63,Busong-dong,127.000000,35.950000,,Rice associated,FALSE,,,800–400 BC,2750,2350,Lee 1994,Rice,,,,,,TRUE,,,,,,,,,,
64,Buziping,104.480000,35.450000,LUG09-38,Charcoal,TRUE,4239,113,,,,Jia et al.2013,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
64,Buziping,104.480000,35.450000,LUG11-89,Charcoal,TRUE,3727,90,,,,Jia et al.2013,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
64,Buziping,104.480000,35.450000,LUG09-37,Charcoal,TRUE,4222,61,,,,Jia et al.2013,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
64,Buziping,104.480000,35.450000,LUG09-36,Charcoal,TRUE,3560,57,,,,Jia et al.2013,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
64,Buziping,104.480000,35.450000,LAMS09-25,Charcoal,TRUE,3591,42,,,,Jia et al.2013,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
64,Buziping,104.480000,35.450000,LAMS09-24,Charcoal,TRUE,3601,40,,,,Jia et al.2013,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
64,Buziping,104.480000,35.450000,BA110882,Charred millet seeds,TRUE,4300,25,,,,Jia et al.2013,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
64,Buziping,104.480000,35.450000,BA110883,Charred millet seeds,TRUE,3610,20,,,,Jia et al.2013,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
65,Cangdi (CD),111.370000,35.470000,,,FALSE,,,4000–2600 BC,5950,4450,Song 2011,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
66,Caodalianhuxi,,,Beta-344749,Barley,TRUE,2830,30,,,,Chen et al. 2015,"Broomcorn millet, Barley",,TRUE,,TRUE,,,,,,,,,,,,
67,Caoxieshan,120.780000,31.360000,,,,,,4400–4000 BC,6350,5950,Fuller and Qin 2009,Rice,,,,,,TRUE,,,,,,,,,,
68,Changguogou,90.720000,29.350000,ZK-2814,Wheat,TRUE,2985,102,,,,"Fu et al., 2001","Wheat, barley, oats, rye, foxtail millet",TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,,,,
68,Changguogou,90.720000,29.350000,Beta-408847,wheat,TRUE,3070,30,,,,Lu 2016,"Wheat, barley, oats, rye, foxtail millet",TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,,,,
68,Changguogou,90.720000,29.350000,Beta-408848,wheat,TRUE,3100,30,,,,Lu 2016,"Wheat, barley, oats, rye, foxtail millet",TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,,,,
68,Changguogou,90.720000,29.350000,Beta-408849,wheat,TRUE,3120,30,,,,Lu 2016,"Wheat, barley, oats, rye, foxtail millet",TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,,,,
68,Changguogou,90.720000,29.350000,OxA-30942,wheat,TRUE,3122,29,,,,Lu 2016,"Wheat, barley, oats, rye, foxtail millet",TRUE,TRUE,TRUE,,,,,,,,TRUE,TRUE,,,,
69,Charda,81.610000,27.950000,,,FALSE,,,300 BC–1000 AD,2250,950,Fuller et al. 2011,Rice,,,,,,TRUE,,,,,,,,,,
70,Chenbeixi,111.350000,30.350000,ZK-2643,Pottery sherds with charcoal,FALSE,7988,250,,,,Crawford & Shen 1998,Rice,,,,,,TRUE,,,,,,,,,,
70,Chenbeixi,111.350000,30.350000,ZK-2644,Pottery sherds with charcoal,FALSE,8040,234,,,,Crawford & Shen 1998,Rice,,,,,,TRUE,,,,,,,,,,
70,Chenbeixi,111.350000,30.350000,BK84028,Animal bones,FALSE,6610,80,,,,Crawford & Shen 1998,Rice,,,,,,TRUE,,,,,,,,,,
71,Chenghu,120.830000,31.250000,,,FALSE,,,4000–3300 BC,5950,5250,Fuller and Qin 2009,Rice,,,,,,TRUE,,,,,,,,,,
72,Chengjiazhuang (CJZ),111.280000,35.410000,,,FALSE,,,2400–1900 BC,4350,3850,Song 2011,"Rice, foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
73,Chengtoushan,111.660000,29.690000,NUTA2-2194,Rice grain,TRUE,5380,60,,,,Yasuda et al.2004,"Rice, Foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
73,Chengtoushan,111.660000,29.690000,NUTA2-2200,Rice grain,TRUE,5620,60,,,,Yasuda et al.2004,"Rice, Foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
73,Chengtoushan,111.660000,29.690000,NUTA2-2277,Rice grain,TRUE,5245,55,,,,Yasuda et al.2004,"Rice, Foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
73,Chengtoushan,111.660000,29.690000,NUTA2-2201,Rice grain,TRUE,5490,50,,,,Yasuda et al.2004,"Rice, Foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
73,Chengtoushan,111.660000,29.690000,NUTA2-2193,Rice grain,TRUE,5350,45,,,,Yasuda et al.2004,"Rice, Foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
73,Chengtoushan,111.660000,29.690000,NUTA2-2202,Rice grain,TRUE,5390,45,,,,Yasuda et al.2004,"Rice, Foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
73,Chengtoushan,111.660000,29.690000,NUTA2-2196,Rice grain,TRUE,5400,45,,,,Yasuda et al.2004,"Rice, Foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
73,Chengtoushan,111.660000,29.690000,NUTA2-2195,Rice grain,TRUE,5440,45,,,,Yasuda et al.2004,"Rice, Foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
73,Chengtoushan,111.660000,29.690000,NUTA2-2199,Rice grain,TRUE,5480,45,,,,Yasuda et al.2004,"Rice, Foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
73,Chengtoushan,111.660000,29.690000,NUTA2-2278,Rice grain,TRUE,5165,40,,,,Yasuda et al.2004,"Rice, Foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
73,Chengtoushan,111.660000,29.690000,NUTA2-2276,Rice grain,TRUE,5220,40,,,,Yasuda et al.2004,"Rice, Foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
73,Chengtoushan,111.660000,29.690000,NUTA2-2279,Rice grain,TRUE,5170,35,,,,Yasuda et al.2004,"Rice, Foxtail millet",,,TRUE,,,TRUE,,,,,,,,,,
74,Cheongok-dong (Gajaegol 1),129.330000,35.650000,,,FALSE,,,1300–800 BC,3250,2750,Niyama 2007,Rice,,,,,,TRUE,,,,,,,,,,
75,Cheongok-dong (Gajaegol 1),129.330000,35.650000,,,FALSE,,,800–400 BC,2750,2350,Niyama 2007,"Rice, Broomcorn, Foxtail millet",,,TRUE,TRUE,,TRUE,,,,,,,,,,
75,Cheongok-dong (Gajaegol 3),129.330000,35.650000,,,FALSE,,,800–400 BC,2750,2350,Yuka & Bhandari 2009b,Rice,,,,,,TRUE,,,,,,,,,,
76,Cheonjeon-ri,127.790000,37.940000,,,FALSE,,,800–400 BC,2750,2350,GRICP 2008,Rice,,,,,,TRUE,,,,,,,,,,
77,Cheonsang-ri,129.220000,35.550000,,,FALSE,,,800–400 BC,2750,2350,Niyama 2005,Rice,,,,,,TRUE,,,,,,,,,,
78,Chi-san-yian,119.620000,23.550000,,,FALSE,,,2000–1500 BC,3950,3450,Bellwood 2007,Rice,,,,,,TRUE,,,,,,,,,,
79,"Chirand,",84.830000,25.750000,,,FALSE,,,2000–1400 BC,3950,3350,Vishnu-Mittre 1972; Vishnu-Mittre & Savithri 1976,"Rice, Hordeum, Triticum",TRUE,TRUE,,,,TRUE,,,,,,,,,,
80,Cho Ghenh,105.990000,20.250000,,,FALSE,,,1000 BP,1050,950,Nguyen 1998,Rice,,,,,,TRUE,,,,,,,,,,
81,Chokh,47.032250,42.320314,,,FALSE,,,5000 BC,7000,6900,Lisitsina 1984,Broomcorn millet,,,,,,,,,,,,,,,,
82,Chopani-mando,82.080000,24.920000,,,FALSE,,,4000–2500 BC,5950,4450,Sharma et al. 1980,Wild rice,,,,,,,TRUE,,,,,,,,,
83,Chuodun,120.850000,31.400000,,,FALSE,,,4400–4000 BC,6350,5950,Tang 2003,Rice,,,,,,TRUE,,,,,,,,,,
84,Dachendun,117.470000,31.890000,,,FALSE,,,,,,"Tang, Min & Sato 1993",Rice,,,,,,TRUE,,,,,,,,,,
85,Dadiwan late,105.580000,34.970000,OZK645,Wheat seed,TRUE,1080,45,,,,Dodson et al.2013,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.580000,34.970000,CAMS134449,Bone collagen,FALSE,4620,130,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.580000,34.970000,CAMS134450,Bone collagen,FALSE,4240,80,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.580000,34.970000,CAMS134458,Bone collagen,FALSE,4955,40,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
86,Dadiwan,105.580000,34.970000,CAMS134420,Bone collagen,FALSE,4970,40,,,,Barton et al.2009,"Foxtail Millet, Broomcorn Millet",,,TRUE,TRUE,,,,,,,,,,,,
